Answer,Clue,File
"AMORSA","Compoziţie de introducere","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ACTE","Încep cu ridicări de cortină","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"OPIU","Extras, de vise rele, din vorba... raţei","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"RAIE","Etalon, epidermic, pentru ceva de care nu mai poţi scăpa","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"SL","Sâmbure de măslin!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"DEAL","Ieşire din pământ, din iarbă verde","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"SEA","Mare engleză... folosită la şezutul pe spate","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ANALFABET","Nu ştie ce-i e (ăla) scris","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"BRE","Chemare mai bărbătească","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ARIE","Ocupaţie de figuri","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"AG","Mediu de gâgă!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"PANA","Aspect păsăresc... ce face o roată inutilă","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"CALE","Flori luate din... drum","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"SPOT","Concentrare pe lumină","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ZAIBAR","Vin uşor din România","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"MITOCAN","(De) necalificat în lumea bună","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"URA","Automobilul duşmanilor","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"AXILA","Legat de mâini","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"IEZER","Apă plată de la munte","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ADAOS","Spor la înmulţire","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"BASMA","Pereche de basm... legată la cap","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"TAMPLAR","Prestează cucuie!!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"PIX","Impresionează cu mine","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"EROI","Personalul din creaţie","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"NEPOTI","Copii de la copiilor tăi","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"RUDA","Par... din aceeaşi familie","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ATOL","Intră la uscat într-un ansamblu coral","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"TUS","Impresionant la orice parafare","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ELAN","Agent cu atribuţii în săltări grele","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"CA","Simbol de... dat la oase","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"PARAFRAZA","Citaţie formulată personal","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"AE","Maluri de ape!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ALAI","Formaţie de acompaniament","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ANI","Termene revoluţionare în termeni tereştri","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"GRAI","Evoluează la vocea întâia","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"BECI","Nivelul de jos al reţinerii","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ACCESE","Căi (cu sens unic) de ieşire a sufletului","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ABUZ","Exagerarea întrebuinţării","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"PUT","Suport de tras apa","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ETALARE","Exerciţiu de admiratie","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"ETENA","Gaz pentru cauciuc","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"GERAR","Termen pentru prima lună","/home/adi/workspace/rebus/careuri-definitii-2/js/de-zicere.js"
"dRAGOSTE","Motor cu aprindere prin scânteie ambalat în faţa casei","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"ReGAL","Descris de la A la Z, în timpul culesului!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"AMOR","Lansator tip Tell provocând pierderi trupelor de celibatari","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"UZ","Scos din vechiul cod de maniere","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"RESPIRO","Cădere de tensiune pe faza de conectare!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"MIEz","Substanţă de probă dată la analize","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"NAS","Vârf de temut pe terenul Squadrei Azzura","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"STIiNTE","Obiect de preţ adjudecat la licitaţia erudiţiei (pl)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"ATE","Fascicul de culori migălit în curcubeul broderiilor","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"Mu","Claxon sacru înscris în circulaţia Bombay-ului","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"NOR","Dunărea de Sus","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"PERFORaTIE","NIŞĂ DE SALVARE.","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"AN","Vreme bună de patinat (sg)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"ABIL","Minte să scape de probleme (masc)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"STIRI","Strânse sumar la manşetă","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"IOtA","Puţin mai bine, decât nimic (pop)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"IAD","Ţinut cu foc continuu pentru şarja sufletelor cătrănite","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"LICHEa","Gene de apaşi!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"dRUM","Raze de legendă focalizate în aureola Romei (sg)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"APASI","Putregaiuri depistate la parchet","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"ReZISTENTA","Dată de-a dura","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"AG","Simbolul brianţei din branşa orfevrierilor","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"ETER","Mixtură enigmatică pe Drumul Robilor pentru Caru’ Mare","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"ID","Solid în larg!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"GARzI","Cer închis la culoare","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"FAR","Ochi de lup","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"OLE","Moartea toreadorului","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"iMOBIL","În deplin acord cu legile statului","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"SANuRI","Golfuri de legendă.","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"TAP","Mai-marele regalelor","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"aLIC","Picătură de ploaie (var)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"EMINENT","Trofeu de preţ din panoplia vânătorilor de capete","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"OH","Cântec de privighetoare (var)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"ORA","Se bat 12 pe un conac (sg)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"OIStE","Rude întâlnite la CHIRIGIU (sg)","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"IROSIRE","Eroziunea debitelor înregistrate pe apa sâmbetei","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"Aa","Acuarelele spălate!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"LEPADATURA","Ultimii oameni (sing.)","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"ODAI","Schimb de locuințe la țară","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"SOMER","Model de stat de plată","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"CULCATA","Femeie surprinsă în pat pe întuneric","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"PC","Intrarea și ieșirea într-un parc pustiu!","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"ACCIDENTAT","Tratat de victimologie","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"SAU","Curent... alternativ","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"UNEORI","Înscris la fără frecvență","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"TRASI","Sfârșit de activitate (pl.)","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"LAC","Corespondentul... tău","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"ROIB","Roșiori de cavalerie (sing.)","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"CIOB","Diagnosticat după o ruptură de vase","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"EA","Anonimă scrisă de o necunoscută","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"AGEAMIU","Laic, fără tangență cu religia","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"GROTE","Vechi locuințe la subsol","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"CALD","Înaintat în grad","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"NEMERNICIE","O mizerie a condiției umane","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"LOCAS","Poziție de tragere","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"REGN","Proba împărțirii pământului la trei","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"EDUCATOARE","Specialistă în creșterea bobocilor","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"PALCURI","Vine unul peste altul (pl)","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"OM","Îi avem pe toți în cuget (sing)","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"AICI","Localul nostru din apropiere","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"ABATE","Postul mare la catolici ținut prin mânăstiri","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"ADUS","Plecat cu spatele","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"GER","Furnizor de sticlă","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"ASTENICE","Căzute la examenul de capacitate","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"TOANE","Dau dispoziții de sus","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"IACI","Mari vite mai sunt pletoșii ăștia","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"UM","Face un drum pe jos!","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"TOLOMAC","Moalele capului","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"REPARABILI","Pot reveni oricând la normalitate","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"ARCTIC","Ținut la rece","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"UDE","Tratate cu picături","/home/adi/workspace/rebus/careuri-definitii-2/js/demaraj.js"
"INTELEGERE","Lucrare în acord","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"NORMAL","Ieşit din fire","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"MAR","Noduri... din pomi (sing.)","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"CRAI","Bărbat cu nobleţe","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"IDILA","Curte mică","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"CTITORI","Vin de-a dura","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"RETETAR","Primul la masă","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"UC","Nucă decojită!","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"CRA","Un ţipăt... în crâng!","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"ARID","Sol în deşert","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"UO","Unu cu inel!","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"CRITICA","Lucrare de artă","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"INTAI","Loc de coborâre","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"ONOR","Prezent la paradă","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"RAID","Misiune de zbor","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"AREST","Zdup şi el...","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"ETRAVA","Ca valul trece","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"UTA","Deplasarea unui căruţaş!","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"INCERCUIRE","O situaţie în împrejurări obişnuite","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"NOR","Formă uşoară de ploaie","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"ERONAT","O lucrare de corectat (masc.)","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"TRACTA","A trage în bară","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"TIR","Descărcarea bateriei","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"EMITE","A ieşi din post","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"CADA","loc unde este alungat necuratul","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"LA","Tras din laţ!","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"ITARI","Purtaţi la chimir","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"ELITARI","Aleşii mulţimii","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"AA","aripi de acvilă!","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"DORITOR","Un mare pofticos","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"EMIR","Regele petrolului","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"DINEU","Gala bucătarilor","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"RALIU","Cursă irezistibilă","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"COST","Rezultat valoros","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"ERA","Ţinută de epocă","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"CEARTA","Acţiune moralizatoare","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"LOESS","Pământul făgăduinței","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"PFIU","Fluieratul pe stadioane la ratările atacanților","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"INDIFERENT","Înregistrat la pasiv în cadrul intreprinderii","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"LEIT","Vine ca turnat","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"POLCI","Jocuri amicale desfășurate în Cehia și Polonia","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"ASTAZI","Dată de față","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"CEL","Vine înainte de mai","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"TI","Semnul mirării","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"ICNET","Zgomot suportat cu greutate","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"FIICA","Mama mă-si","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"ARID","Dovadă de proastă creștere (adj.)","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"IT","Pornit cu capul în jos!","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"HRAM","Are o relație bună cu patronul","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"NU","Nuia din nucet!","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"LASI","Distincții de eroi","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"DEBIL","Prezintă o constituție ieșită din vigoare","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"ATENTATORI","Angajat care ne dă peste cap (pl.)","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"JET","Curs pentru spălătoriile auto","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"OMILIE","Pătrunde în inimile oamenilor prin vorbe de duh","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"LILA","Copie la indigo","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"FILAJ","Cursă întinsă Strategie în domeniul cercetării","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"ONESTITATE","Face pe nevinovatul","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"EDITII","Repetiții la operă","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"SET","Formație de volei pe teren neutru","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"SITA","Manipulată în pragul alegerilor locale","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"CHIN","Diagnosticat cu o boală grea","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"SF","Sfidare pe față!","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"ZIAR","Magazin deschis zilnic","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"TO","Toca la judecători!","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"EPIC","Povestea vorbei (masc.)","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"ADAM","June prim","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"PRO","Poți pentru ca să-i spui","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"NAMETI","E făcut grămadă (pl.)","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"FELCER","Are o soră care-i seamănă","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"BOL","Aliment preparat la palat","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"INCETINIRI","Fac reduceri la accelerat","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"UTIL","Ne ajută la nevoie","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"DULIE","Pune o chestie în lumină","/home/adi/workspace/rebus/careuri-definitii-2/js/diademe.js"
"LEGITIMARE","Reflex de portar","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"OCARA","O observație dureroasă","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"AZUR","Dă tonul unor petreceri pe iaht","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"ALTOIRI","Încrucișări de bun augur în esență","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"DE","Intrare în derută!","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"ZI","Eroziune internă!","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"SATELIT","Atras în mișcarea revoluționară","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"APRET","Acționează cu întăriri în port la aplicații","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"UIMI","A face o impresie diferită de obicei","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"SEA","O scobitură în relief","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"URNE","Volume cu chestionare-grilă pentru a opta","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"VASLASI","Brațele unei ape, metaforic vorbind","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"NM","Haine la nudism!","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"OAZA","Așezarea pe nisip la soare","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"UTA","Cântare în balans","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"NUR","Un mesaj pentru cavalerul fermecat","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"IRIZAT","Decorat la obținerea unor transformări luminoase","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"TOTALIZARE","Adunarea în coloană","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"LOAZA","Un om apreciat de mic","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"VANT","Eliminare rușinoasă în tur","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"ECLIPSA","Termen folosit într-o formă neadecvată","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"UO","Un uzo sec!","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"GAT","Strânse cu forța la scena execuției (sing.)","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"RESORT","Se întinde pe durata acțiunii","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"IROSEALA","Investiție cu rezultatele visate","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"TAIAT","Croit... separat","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"AZIL","Un stabiliment inutil, judecând logic","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"RT","Codașe în sport!","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"USARI","Dregători cu funcții date în primire","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"MAIEURI","Haine de gală","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"IZ","Urme de parbriz la coliziune!","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"AZ","Rădăcină de praz!","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"LIN","Deranjat de hopuri","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"UZA","A se trece la acțiune","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"RUDIMENTAR","Primar evaluat pe criterii de competență","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"ERETI","Căzuți la vânătoare","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"MATE","Șterse din dicționar","/home/adi/workspace/rebus/careuri-definitii-2/js/dingo.js"
"FUNAMBULESC","Un fel de mers pe sârmă","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"AMERINDIANA","Reprezentantă de actualitate a culturii precolumbiene","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"TAC","Dă lovitura în acţiuni caramboleşti","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"AO","Osia răsturnată!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"AV","Final grav!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"ANUMIT","Tipul exact","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"NEGA","Ţine CUBA!!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"MIR","Stropitul pereţilor","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"MINERAL","Îmbogăţit din economia subterană","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"OTARI","A vorbi cu precipitaţii","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"ALA","Ni se arată prin capătul uliței","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"RATE","MAC DONALD´S !!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"MIM","Se dă-n spectacol MUTU","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"CR","Creste din descrieri!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"GREACAVECHE","Rostire de tip olimpian (2 cuv.)","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"NL","Neculai!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"SUIS","Luat voiniceşte-nspre vârfuri","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"NOI","Reflectă ştirile-n direct","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"TROSCOT","Întinsul şanţului","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"ANESTEZIATI","Niște amețiți aduși la o intervenție","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"FATAMORGANA","Ne ridică maşinile în zilele caniculare (2 cuv.)","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"UMANITAR","Un apel la salvare","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"ON","Open la Montreal!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"NECURATENIE","Ne fac mizerii (sg)","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"AR","Careu direct","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"REAL","E timpul transmisiei live","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"MINIMI","Primii peste linie","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"TT","Terorist extremist!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"BN","Nota Bene!!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"TI","Cutie de tinichea!","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"MAURE","Cuceritoarele femei din Andaluzia","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"UDA","O păsărică ciufulită bine...","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"NAIV","... ca un fazan clasic","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"OZ","Ţinutul vrăjitorului","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"LIONELMESSI","Geniul şarjelor sclipitoare, temut azi de toţi apărătorii de la bară (2 cuv.)","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
"EA","Cea care nu se vede","/home/adi/workspace/rebus/careuri-definitii-2/js/directe.js"
